time,acc,bicycling,mixed,sit-stand,sleep,vehicle,walking,CpSB,CpLPA,CpMPA,CpVPA,CpMVPA,MET
2024-07-09 14:28:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:29:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:29:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:30:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:30:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:31:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:31:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:32:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:32:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:33:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:33:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:34:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:34:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:35:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:35:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:36:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:36:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:37:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:37:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:38:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:38:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:39:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:39:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:40:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:40:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:41:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:41:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:42:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:42:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:43:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:43:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:44:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:44:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:45:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:45:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:46:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:46:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:47:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:47:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:48:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:48:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:49:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:49:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:50:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:50:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:51:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:51:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:52:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:52:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:53:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:53:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:54:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:54:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:55:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:55:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:56:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:56:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:57:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:57:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:58:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:58:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:59:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 14:59:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:00:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:00:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:01:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:01:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:02:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:02:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:03:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:03:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:04:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:04:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:05:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:05:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:06:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:06:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:07:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:07:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:08:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:08:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:09:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:09:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:10:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:10:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:11:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:11:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:12:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:12:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:13:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:13:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:14:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:14:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:15:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:15:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:16:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:16:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:17:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:17:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:18:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:18:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:19:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:19:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:20:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:20:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:21:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:21:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:22:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:22:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:23:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:23:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:24:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:24:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:25:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:25:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:26:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:26:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:27:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:27:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:28:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:28:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:29:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:29:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:30:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:30:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:31:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:31:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:32:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:32:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:33:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:33:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:34:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:34:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:35:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:35:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:36:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:36:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:37:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:37:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:38:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:38:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:39:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:39:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:40:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:40:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:41:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:41:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:42:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:42:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:43:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:43:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:44:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:44:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:45:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:45:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:46:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:46:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:47:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:47:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:48:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:48:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:49:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:49:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:50:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:50:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:51:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:51:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:52:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:52:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:53:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:53:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:54:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:54:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:55:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:55:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:56:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:56:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:57:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:57:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:58:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:58:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:59:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 15:59:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:00:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:00:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:01:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:01:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:02:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:02:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:03:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:03:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:04:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:04:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:05:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:05:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:06:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:06:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:07:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:07:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:08:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:08:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:09:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:09:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:10:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:10:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:11:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:11:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:12:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:12:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:13:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:13:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:14:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:14:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:15:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:15:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:16:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:16:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:17:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:17:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:18:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:18:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:19:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:19:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:20:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:20:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:21:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:21:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:22:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:22:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:23:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:23:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:24:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:24:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:25:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:25:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:26:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:26:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:27:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:27:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:28:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:28:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:29:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:29:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:30:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:30:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:31:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:31:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:32:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:32:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:33:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:33:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:34:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:34:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:35:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:35:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:36:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:36:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:37:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:37:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:38:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:38:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:39:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:39:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:40:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:40:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:41:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:41:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:42:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:42:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:43:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:43:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:44:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:44:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:45:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:45:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:46:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:46:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:47:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:47:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:48:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:48:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:49:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:49:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:50:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:50:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:51:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:51:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:52:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:52:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:53:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:53:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:54:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:54:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:55:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:55:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:56:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:56:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:57:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:57:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:58:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:58:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:59:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 16:59:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:00:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:00:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:01:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:01:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:02:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:02:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:03:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:03:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:04:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:04:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:05:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:05:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:06:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:06:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:07:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:07:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:08:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:08:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:09:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:09:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:10:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:10:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:11:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:11:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:12:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:12:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:13:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:13:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:14:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:14:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:15:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:15:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:16:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:16:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:17:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:17:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:18:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:18:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:19:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:19:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:20:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:20:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:21:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:21:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:22:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:22:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:23:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:23:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:24:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:24:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:25:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:25:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:26:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:26:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:27:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:27:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:28:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:28:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:29:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:29:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:30:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:30:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:31:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:31:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:32:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:32:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:33:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:33:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:34:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:34:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:35:09.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:35:39.712000+0000 [UTC],,,,,,,,,,,,,
2024-07-09 17:36:09.712000+0000 [UTC],,,,,,,,,,,,,
